song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Only Thing,Sufjan Stevens,0.516,0.15,3,-19.033,1,0.0405,0.987,0.0843,0.113,0.473,158.964,audio_features,0eVYGqIPngJQUeRwGeVeXG,spotify:track:0eVYGqIPngJQUeRwGeVeXG,https://api.spotify.com/v1/tracks/0eVYGqIPngJQUeRwGeVeXG,https://api.spotify.com/v1/audio-analysis/0eVYGqIPngJQUeRwGeVeXG,281865,4
First Field,The Antlers,0.561,0.261,2,-17.757,1,0.0547,0.746,0.872,0.127,0.279,74.91,audio_features,3irtiZ6iy1C7CmMdzF11rT,spotify:track:3irtiZ6iy1C7CmMdzF11rT,https://api.spotify.com/v1/tracks/3irtiZ6iy1C7CmMdzF11rT,https://api.spotify.com/v1/audio-analysis/3irtiZ6iy1C7CmMdzF11rT,102107,4
Good Morning,Ralph Castelli,0.786,0.659,0,-10.861,1,0.034,0.644,0.0442,0.104,0.311,117.003,audio_features,6rEkaGgEj1HLWZ9mjcZDjP,spotify:track:6rEkaGgEj1HLWZ9mjcZDjP,https://api.spotify.com/v1/tracks/6rEkaGgEj1HLWZ9mjcZDjP,https://api.spotify.com/v1/audio-analysis/6rEkaGgEj1HLWZ9mjcZDjP,262564,4
Blood,The Middle East,0.473,0.478,11,-8.585,1,0.0282,0.0984,0.0747,0.118,0.116,79.043,audio_features,5eeMft4YZx0Xdf9yJPNZJY,spotify:track:5eeMft4YZx0Xdf9yJPNZJY,https://api.spotify.com/v1/tracks/5eeMft4YZx0Xdf9yJPNZJY,https://api.spotify.com/v1/audio-analysis/5eeMft4YZx0Xdf9yJPNZJY,326920,4
Let Me In,Snowmine,0.188,0.675,6,-6.188,1,0.0379,0.206,0.0962,0.662,0.617,70.682,audio_features,0jcHQTvfHCH1LETpdMdHJo,spotify:track:0jcHQTvfHCH1LETpdMdHJo,https://api.spotify.com/v1/tracks/0jcHQTvfHCH1LETpdMdHJo,https://api.spotify.com/v1/audio-analysis/0jcHQTvfHCH1LETpdMdHJo,219227,4
Sometimes,Goth Babe,0.445,0.563,7,-8.904,1,0.0315,0.105,0.000271,0.179,0.204,94.978,audio_features,7oJmIBxEAYjfkS7lhZ7M1S,spotify:track:7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/tracks/7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/audio-analysis/7oJmIBxEAYjfkS7lhZ7M1S,262737,4
Umpqua Rushing,Blind Pilot,0.472,0.584,0,-7.119,1,0.0347,0.23,0.00746,0.193,0.432,78.007,audio_features,2ZzoFGdygE4uLVHUGAaR0O,spotify:track:2ZzoFGdygE4uLVHUGAaR0O,https://api.spotify.com/v1/tracks/2ZzoFGdygE4uLVHUGAaR0O,https://api.spotify.com/v1/audio-analysis/2ZzoFGdygE4uLVHUGAaR0O,254747,4
Solo,Oh Wonder,0.567,0.644,0,-7.005,1,0.0488,0.434,0.000319,0.463,0.34,108.061,audio_features,7HHwxrSIIqyIMmpbSfgXeA,spotify:track:7HHwxrSIIqyIMmpbSfgXeA,https://api.spotify.com/v1/tracks/7HHwxrSIIqyIMmpbSfgXeA,https://api.spotify.com/v1/audio-analysis/7HHwxrSIIqyIMmpbSfgXeA,204933,4
Woman,Mumford & Sons,0.592,0.555,1,-10.499,0,0.0381,0.662,0.452,0.111,0.142,156.957,audio_features,47DKI4RxI8ZW0sBqDenMhO,spotify:track:47DKI4RxI8ZW0sBqDenMhO,https://api.spotify.com/v1/tracks/47DKI4RxI8ZW0sBqDenMhO,https://api.spotify.com/v1/audio-analysis/47DKI4RxI8ZW0sBqDenMhO,274553,4
Nine,La Dispute,0.575,0.408,5,-6.848,1,0.0302,0.913,0.493,0.0892,0.0321,100.027,audio_features,299KUyIYhezxrtXiwNamtP,spotify:track:299KUyIYhezxrtXiwNamtP,https://api.spotify.com/v1/tracks/299KUyIYhezxrtXiwNamtP,https://api.spotify.com/v1/audio-analysis/299KUyIYhezxrtXiwNamtP,160000,4
La Lune,Billie Marten,0.296,0.342,2,-11.879,1,0.0471,0.882,0.000967,0.0748,0.0794,52.001,audio_features,0DwaOWI1kC2s98qLj0LTDd,spotify:track:0DwaOWI1kC2s98qLj0LTDd,https://api.spotify.com/v1/tracks/0DwaOWI1kC2s98qLj0LTDd,https://api.spotify.com/v1/audio-analysis/0DwaOWI1kC2s98qLj0LTDd,187267,4
with you/for you,Prateek Kuhad,0.732,0.309,6,-13.796,1,0.0361,0.811,0.175,0.106,0.322,114.095,audio_features,3V3PN2Rs7qjVcnBi60QdMb,spotify:track:3V3PN2Rs7qjVcnBi60QdMb,https://api.spotify.com/v1/tracks/3V3PN2Rs7qjVcnBi60QdMb,https://api.spotify.com/v1/audio-analysis/3V3PN2Rs7qjVcnBi60QdMb,231898,4
"You Loved Me, You Killed Me",Odina,0.382,0.138,3,-12.509,1,0.0318,0.944,0.00013,0.101,0.102,104.649,audio_features,1NodY8JMQCZAwpNd6Rsqew,spotify:track:1NodY8JMQCZAwpNd6Rsqew,https://api.spotify.com/v1/tracks/1NodY8JMQCZAwpNd6Rsqew,https://api.spotify.com/v1/audio-analysis/1NodY8JMQCZAwpNd6Rsqew,200906,4
Santa Monica Dream,Angus & Julia Stone,0.617,0.266,5,-13.707,1,0.0337,0.905,0.0634,0.108,0.0679,120.196,audio_features,2SAr2lP8GwNYcJvbAVTKxi,spotify:track:2SAr2lP8GwNYcJvbAVTKxi,https://api.spotify.com/v1/tracks/2SAr2lP8GwNYcJvbAVTKxi,https://api.spotify.com/v1/audio-analysis/2SAr2lP8GwNYcJvbAVTKxi,330200,4
Dreams Tonite,Alvvays,0.51,0.622,2,-5.727,1,0.0242,0.0108,4.11e-06,0.127,0.424,99.934,audio_features,0DRvClQbN9znQ295sx76VC,spotify:track:0DRvClQbN9znQ295sx76VC,https://api.spotify.com/v1/tracks/0DRvClQbN9znQ295sx76VC,https://api.spotify.com/v1/audio-analysis/0DRvClQbN9znQ295sx76VC,196027,4
A Boy And His Rose,Sean Heathcliff,0.318,0.664,0,-10.763,1,0.0514,0.206,0.847,0.138,0.374,111.998,audio_features,6xZ3PWSh0duo0ETm4lJ3lF,spotify:track:6xZ3PWSh0duo0ETm4lJ3lF,https://api.spotify.com/v1/tracks/6xZ3PWSh0duo0ETm4lJ3lF,https://api.spotify.com/v1/audio-analysis/6xZ3PWSh0duo0ETm4lJ3lF,192072,4
In The Morning,Nicole Reynolds,0.557,0.0758,11,-15.367,1,0.0373,0.951,0.000145,0.105,0.359,109.353,audio_features,5G89r6tEKp9ZrR3xivmMET,spotify:track:5G89r6tEKp9ZrR3xivmMET,https://api.spotify.com/v1/tracks/5G89r6tEKp9ZrR3xivmMET,https://api.spotify.com/v1/audio-analysis/5G89r6tEKp9ZrR3xivmMET,176600,4
Agoraphobia,Autoheart,0.437,0.248,2,-15.22,1,0.0287,0.804,0.00252,0.091,0.222,139.728,audio_features,4OIuUoYoO87LnzzaHNp1Ej,spotify:track:4OIuUoYoO87LnzzaHNp1Ej,https://api.spotify.com/v1/tracks/4OIuUoYoO87LnzzaHNp1Ej,https://api.spotify.com/v1/audio-analysis/4OIuUoYoO87LnzzaHNp1Ej,265929,4
Only,RY X,0.429,0.167,7,-15.725,0,0.0298,0.902,0.522,0.109,0.0913,109.071,audio_features,1GxNPd5r7D1zChEMuMhue0,spotify:track:1GxNPd5r7D1zChEMuMhue0,https://api.spotify.com/v1/tracks/1GxNPd5r7D1zChEMuMhue0,https://api.spotify.com/v1/audio-analysis/1GxNPd5r7D1zChEMuMhue0,268456,4
Mary (Alternate),Yellow Ostrich,0.298,0.406,8,-9.738,1,0.0566,0.228,0.00122,0.122,0.246,199.469,audio_features,2WsPW6yawWU8zczAeKk4c0,spotify:track:2WsPW6yawWU8zczAeKk4c0,https://api.spotify.com/v1/tracks/2WsPW6yawWU8zczAeKk4c0,https://api.spotify.com/v1/audio-analysis/2WsPW6yawWU8zczAeKk4c0,253000,4
Promise,Ben Howard,0.367,0.189,2,-15.736,1,0.0384,0.889,0.428,0.364,0.177,156.643,audio_features,4qyfir5Yr7nfo05g6cyFMT,spotify:track:4qyfir5Yr7nfo05g6cyFMT,https://api.spotify.com/v1/tracks/4qyfir5Yr7nfo05g6cyFMT,https://api.spotify.com/v1/audio-analysis/4qyfir5Yr7nfo05g6cyFMT,384080,4
Milk White Air,J. Tillman,0.463,0.122,5,-15.377,1,0.0335,0.874,0.329,0.103,0.18,102.983,audio_features,6lFHBbN3sDmSTqpEdZyBGv,spotify:track:6lFHBbN3sDmSTqpEdZyBGv,https://api.spotify.com/v1/tracks/6lFHBbN3sDmSTqpEdZyBGv,https://api.spotify.com/v1/audio-analysis/6lFHBbN3sDmSTqpEdZyBGv,210173,4
Loneliness,Aaron Taos,0.613,0.488,4,-5.918,1,0.0253,0.242,0.000287,0.0944,0.0939,90.043,audio_features,58rs5ZN3jjZ03rOuVyPNZb,spotify:track:58rs5ZN3jjZ03rOuVyPNZb,https://api.spotify.com/v1/tracks/58rs5ZN3jjZ03rOuVyPNZb,https://api.spotify.com/v1/audio-analysis/58rs5ZN3jjZ03rOuVyPNZb,244000,3
The Next World,Opus Orange,0.633,0.387,7,-12.239,1,0.0332,0.223,0.138,0.102,0.297,93.996,audio_features,0JXKS3yn0oeSBeji20J523,spotify:track:0JXKS3yn0oeSBeji20J523,https://api.spotify.com/v1/tracks/0JXKS3yn0oeSBeji20J523,https://api.spotify.com/v1/audio-analysis/0JXKS3yn0oeSBeji20J523,340921,4
Apricot Eyes,Alan Gogoll,0.417,0.271,9,-21.495,1,0.052,0.773,0.898,0.0999,0.549,128.13,audio_features,1mzjbH3G6oEm2OUTpXOS6f,spotify:track:1mzjbH3G6oEm2OUTpXOS6f,https://api.spotify.com/v1/tracks/1mzjbH3G6oEm2OUTpXOS6f,https://api.spotify.com/v1/audio-analysis/1mzjbH3G6oEm2OUTpXOS6f,204000,4
Apathy Dance,Gustavo Bertoni,0.447,0.281,0,-9.223,1,0.0319,0.857,0.000207,0.107,0.267,129.648,audio_features,2z37pTrYrn8ncBt8QhxIl0,spotify:track:2z37pTrYrn8ncBt8QhxIl0,https://api.spotify.com/v1/tracks/2z37pTrYrn8ncBt8QhxIl0,https://api.spotify.com/v1/audio-analysis/2z37pTrYrn8ncBt8QhxIl0,204406,4
lvr boy,awfultune,0.498,0.0283,6,-25.021,1,0.0427,0.949,1.76e-06,0.251,0.0653,85.473,audio_features,6Py8QOQ4I1286xM9KncPQ4,spotify:track:6Py8QOQ4I1286xM9KncPQ4,https://api.spotify.com/v1/tracks/6Py8QOQ4I1286xM9KncPQ4,https://api.spotify.com/v1/audio-analysis/6Py8QOQ4I1286xM9KncPQ4,295751,4
Honey Let's Just Drive,Philip Brooks,0.53,0.497,9,-13.07,1,0.0294,0.0425,0.3,0.0928,0.128,139.982,audio_features,06OLH1cjQrSuWrqg7FXTD3,spotify:track:06OLH1cjQrSuWrqg7FXTD3,https://api.spotify.com/v1/tracks/06OLH1cjQrSuWrqg7FXTD3,https://api.spotify.com/v1/audio-analysis/06OLH1cjQrSuWrqg7FXTD3,211286,4
Where's My Love - Acoustic,SYML,0.554,0.226,3,-11.323,1,0.0281,0.891,0.0321,0.107,0.229,104.005,audio_features,51Yy4jTMPlq0Qwnn53id64,spotify:track:51Yy4jTMPlq0Qwnn53id64,https://api.spotify.com/v1/tracks/51Yy4jTMPlq0Qwnn53id64,https://api.spotify.com/v1/audio-analysis/51Yy4jTMPlq0Qwnn53id64,239880,4
Lua,Bright Eyes,0.601,0.124,2,-18.301,1,0.083,0.802,3e-05,0.0565,0.314,103.63,audio_features,4PMvRfhHAx5j6Bb3XsFLoq,spotify:track:4PMvRfhHAx5j6Bb3XsFLoq,https://api.spotify.com/v1/tracks/4PMvRfhHAx5j6Bb3XsFLoq,https://api.spotify.com/v1/audio-analysis/4PMvRfhHAx5j6Bb3XsFLoq,271667,4
Youth,Daughter,0.401,0.535,0,-11.09,1,0.0407,0.889,0.00667,0.116,0.436,146.515,audio_features,6tqzOYuE3lrNVPDgtF3MjM,spotify:track:6tqzOYuE3lrNVPDgtF3MjM,https://api.spotify.com/v1/tracks/6tqzOYuE3lrNVPDgtF3MjM,https://api.spotify.com/v1/audio-analysis/6tqzOYuE3lrNVPDgtF3MjM,253013,4
"Morning Crawls Towards You, And I - Live",Good Luck Finding Iris,0.526,0.225,9,-17.221,1,0.0351,0.928,1.11e-05,0.147,0.293,126.677,audio_features,7tvURb3EutC5eHJQ1QoNTq,spotify:track:7tvURb3EutC5eHJQ1QoNTq,https://api.spotify.com/v1/tracks/7tvURb3EutC5eHJQ1QoNTq,https://api.spotify.com/v1/audio-analysis/7tvURb3EutC5eHJQ1QoNTq,184272,3
Ayahuasca,Vancouver Sleep Clinic,0.463,0.228,4,-15.717,0,0.0338,0.734,0.11,0.0691,0.0528,148.003,audio_features,6oVm5ocTB8B0rjO5dZk8Px,spotify:track:6oVm5ocTB8B0rjO5dZk8Px,https://api.spotify.com/v1/tracks/6oVm5ocTB8B0rjO5dZk8Px,https://api.spotify.com/v1/audio-analysis/6oVm5ocTB8B0rjO5dZk8Px,508602,4
Wait,M83,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,audio_features,3rTnGUeDrnZV22DvRuUuXr,spotify:track:3rTnGUeDrnZV22DvRuUuXr,https://api.spotify.com/v1/tracks/3rTnGUeDrnZV22DvRuUuXr,https://api.spotify.com/v1/audio-analysis/3rTnGUeDrnZV22DvRuUuXr,343253,4
Bombs,Sami Simon,0.663,0.188,6,-14.433,1,0.0321,0.904,0.0221,0.0888,0.144,122.041,audio_features,085evEw0dS7ODLc3ZCX0vq,spotify:track:085evEw0dS7ODLc3ZCX0vq,https://api.spotify.com/v1/tracks/085evEw0dS7ODLc3ZCX0vq,https://api.spotify.com/v1/audio-analysis/085evEw0dS7ODLc3ZCX0vq,266113,4
Too Much,Tora,0.728,0.48,8,-9.599,1,0.0349,0.589,0.49,0.102,0.0943,127.999,audio_features,2nwxVkDbM9Y7plRSKKfIcT,spotify:track:2nwxVkDbM9Y7plRSKKfIcT,https://api.spotify.com/v1/tracks/2nwxVkDbM9Y7plRSKKfIcT,https://api.spotify.com/v1/audio-analysis/2nwxVkDbM9Y7plRSKKfIcT,154403,4
My Heart Is So Heavy - Album Edit,Cry Boy Cry,0.765,0.488,11,-8.838,0,0.0518,0.434,0.0,0.113,0.457,121.996,audio_features,4aPl9DHXAqiYJUdjmBk4wf,spotify:track:4aPl9DHXAqiYJUdjmBk4wf,https://api.spotify.com/v1/tracks/4aPl9DHXAqiYJUdjmBk4wf,https://api.spotify.com/v1/audio-analysis/4aPl9DHXAqiYJUdjmBk4wf,180566,4
I’ll Still Have Me,Cyn,0.604,0.277,2,-8.249,1,0.0286,0.915,1.82e-05,0.113,0.22,82.922,audio_features,71HEg3bYLyMAxHuJ3a6KIM,spotify:track:71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/tracks/71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/audio-analysis/71HEg3bYLyMAxHuJ3a6KIM,219268,4
Switzerland,Soccer Mommy,0.434,0.125,7,-13.832,1,0.0335,0.926,0.000381,0.112,0.273,75.185,audio_features,2o3jyT6JzyrpRncOVIxLLl,spotify:track:2o3jyT6JzyrpRncOVIxLLl,https://api.spotify.com/v1/tracks/2o3jyT6JzyrpRncOVIxLLl,https://api.spotify.com/v1/audio-analysis/2o3jyT6JzyrpRncOVIxLLl,261920,1
Plants,Elito Can Talk,0.794,0.17,2,-21.454,1,0.0396,0.92,0.00925,0.115,0.644,104.949,audio_features,03ECtgB8cdmgHB3s6aeLGj,spotify:track:03ECtgB8cdmgHB3s6aeLGj,https://api.spotify.com/v1/tracks/03ECtgB8cdmgHB3s6aeLGj,https://api.spotify.com/v1/audio-analysis/03ECtgB8cdmgHB3s6aeLGj,208039,4
Hard Feelings/Loveless,Lorde,0.487,0.445,1,-10.959,0,0.113,0.0328,0.0104,0.0778,0.18,97.031,audio_features,1Dp7JGFNjvg8Nk0CtMCcnr,spotify:track:1Dp7JGFNjvg8Nk0CtMCcnr,https://api.spotify.com/v1/tracks/1Dp7JGFNjvg8Nk0CtMCcnr,https://api.spotify.com/v1/audio-analysis/1Dp7JGFNjvg8Nk0CtMCcnr,367391,4
Falling,Mansionair,0.526,0.579,11,-8.703,1,0.0406,0.614,2.31e-05,0.18,0.133,123.6,audio_features,3dwjSIuxyU6jLbfRRt5fX4,spotify:track:3dwjSIuxyU6jLbfRRt5fX4,https://api.spotify.com/v1/tracks/3dwjSIuxyU6jLbfRRt5fX4,https://api.spotify.com/v1/audio-analysis/3dwjSIuxyU6jLbfRRt5fX4,203312,4
Cocoa Hooves,Glass Animals,0.636,0.22,10,-13.059,1,0.0468,0.884,0.00754,0.0925,0.0401,133.93,audio_features,4tGQUAnrOXuM3epCM8OBYC,spotify:track:4tGQUAnrOXuM3epCM8OBYC,https://api.spotify.com/v1/tracks/4tGQUAnrOXuM3epCM8OBYC,https://api.spotify.com/v1/audio-analysis/4tGQUAnrOXuM3epCM8OBYC,252907,4
Holocene,Bon Iver,0.375,0.322,1,-14.38,1,0.03,0.941,0.537,0.119,0.155,147.961,audio_features,1XQnZTR0ER8y5fGO17uX1R,spotify:track:1XQnZTR0ER8y5fGO17uX1R,https://api.spotify.com/v1/tracks/1XQnZTR0ER8y5fGO17uX1R,https://api.spotify.com/v1/audio-analysis/1XQnZTR0ER8y5fGO17uX1R,336613,4
Tell Her,Michl,0.345,0.244,9,-13.037,1,0.043,0.955,0.00861,0.0846,0.117,125.163,audio_features,0guNjayAfHBgG1BPhkhT3d,spotify:track:0guNjayAfHBgG1BPhkhT3d,https://api.spotify.com/v1/tracks/0guNjayAfHBgG1BPhkhT3d,https://api.spotify.com/v1/audio-analysis/0guNjayAfHBgG1BPhkhT3d,143329,4
Fallen,Gert Taberner,0.622,0.216,3,-10.892,1,0.0285,0.88,0.0048,0.109,0.187,134.191,audio_features,6ZzQ76i9WDdVmwVeDQIcJz,spotify:track:6ZzQ76i9WDdVmwVeDQIcJz,https://api.spotify.com/v1/tracks/6ZzQ76i9WDdVmwVeDQIcJz,https://api.spotify.com/v1/audio-analysis/6ZzQ76i9WDdVmwVeDQIcJz,321493,4
Bloom (Online Bonus Track),The Paper Kites,0.581,0.421,1,-9.792,1,0.0245,0.894,0.000491,0.119,0.433,95.969,audio_features,44alNkXsYnTyPnkMdohBcx,spotify:track:44alNkXsYnTyPnkMdohBcx,https://api.spotify.com/v1/tracks/44alNkXsYnTyPnkMdohBcx,https://api.spotify.com/v1/audio-analysis/44alNkXsYnTyPnkMdohBcx,209817,4
Trem-Bala,Ana Vilela,0.45,0.318,11,-9.474,1,0.0324,0.85,0.0,0.101,0.492,93.344,audio_features,05QeyKGAn4TZrv41tMiD1A,spotify:track:05QeyKGAn4TZrv41tMiD1A,https://api.spotify.com/v1/tracks/05QeyKGAn4TZrv41tMiD1A,https://api.spotify.com/v1/audio-analysis/05QeyKGAn4TZrv41tMiD1A,180319,4
They Stay Down Deep,Giselle,0.395,0.372,3,-9.665,1,0.0385,0.972,0.00109,0.173,0.475,201.996,audio_features,39V80DsHqas6AxqoVCVDIr,spotify:track:39V80DsHqas6AxqoVCVDIr,https://api.spotify.com/v1/tracks/39V80DsHqas6AxqoVCVDIr,https://api.spotify.com/v1/audio-analysis/39V80DsHqas6AxqoVCVDIr,212855,3
Adeline,John-Robert,0.414,0.417,2,-9.01,1,0.0326,0.731,0.00276,0.0818,0.0902,94.999,audio_features,6dDXhN1Gssy8qonfDEa3EI,spotify:track:6dDXhN1Gssy8qonfDEa3EI,https://api.spotify.com/v1/tracks/6dDXhN1Gssy8qonfDEa3EI,https://api.spotify.com/v1/audio-analysis/6dDXhN1Gssy8qonfDEa3EI,228652,3
Featherstone,The Paper Kites,0.804,0.377,8,-13.673,1,0.0366,0.866,0.021,0.104,0.641,124.91,audio_features,7ldIYiFIvxPyTiy0iO9UqV,spotify:track:7ldIYiFIvxPyTiy0iO9UqV,https://api.spotify.com/v1/tracks/7ldIYiFIvxPyTiy0iO9UqV,https://api.spotify.com/v1/audio-analysis/7ldIYiFIvxPyTiy0iO9UqV,229627,4
Pretend,Hovvdy,0.614,0.467,11,-8.169,1,0.0325,0.63,0.914,0.107,0.621,172.056,audio_features,71WzoGZcDWzrKZqSkiY3Tz,spotify:track:71WzoGZcDWzrKZqSkiY3Tz,https://api.spotify.com/v1/tracks/71WzoGZcDWzrKZqSkiY3Tz,https://api.spotify.com/v1/audio-analysis/71WzoGZcDWzrKZqSkiY3Tz,153692,4
Wichita,The Eastern Plain,0.493,0.281,3,-12.521,0,0.0316,0.858,0.000205,0.106,0.31,124.942,audio_features,6b7j9PK107JFAb4OM2loie,spotify:track:6b7j9PK107JFAb4OM2loie,https://api.spotify.com/v1/tracks/6b7j9PK107JFAb4OM2loie,https://api.spotify.com/v1/audio-analysis/6b7j9PK107JFAb4OM2loie,204368,4
The River,Cat Clyde,0.634,0.0991,2,-10.523,1,0.0609,0.931,0.0,0.112,0.409,147.827,audio_features,67R4hNuwDWxDYGEd1lVlru,spotify:track:67R4hNuwDWxDYGEd1lVlru,https://api.spotify.com/v1/tracks/67R4hNuwDWxDYGEd1lVlru,https://api.spotify.com/v1/audio-analysis/67R4hNuwDWxDYGEd1lVlru,192110,4
Thin,Aquilo,0.604,0.406,0,-9.732,1,0.0569,0.511,0.0051,0.121,0.203,97.021,audio_features,7swTZr50nSpeq9469IJ9LI,spotify:track:7swTZr50nSpeq9469IJ9LI,https://api.spotify.com/v1/tracks/7swTZr50nSpeq9469IJ9LI,https://api.spotify.com/v1/audio-analysis/7swTZr50nSpeq9469IJ9LI,178477,4
Ease Me,Pageant Boys,0.605,0.281,5,-10.264,0,0.0379,0.917,0.296,0.114,0.286,131.993,audio_features,2AJkpwkDvAoj9al2tBWfK7,spotify:track:2AJkpwkDvAoj9al2tBWfK7,https://api.spotify.com/v1/tracks/2AJkpwkDvAoj9al2tBWfK7,https://api.spotify.com/v1/audio-analysis/2AJkpwkDvAoj9al2tBWfK7,227273,4
Partilhar,Rubel,0.478,0.279,4,-10.959,1,0.0866,0.826,0.07,0.153,0.336,115.047,audio_features,3WVBQjDRoUUTJnWVaUUEHL,spotify:track:3WVBQjDRoUUTJnWVaUUEHL,https://api.spotify.com/v1/tracks/3WVBQjDRoUUTJnWVaUUEHL,https://api.spotify.com/v1/audio-analysis/3WVBQjDRoUUTJnWVaUUEHL,337308,4
Hwy 18,Mark Diamond,0.485,0.228,9,-11.23,1,0.0292,0.885,3.65e-05,0.112,0.125,135.866,audio_features,5GDJpB4k5yzzjjNbi3MnTz,spotify:track:5GDJpB4k5yzzjjNbi3MnTz,https://api.spotify.com/v1/tracks/5GDJpB4k5yzzjjNbi3MnTz,https://api.spotify.com/v1/audio-analysis/5GDJpB4k5yzzjjNbi3MnTz,232500,4
Downtown,Lilla Vargen,0.431,0.334,1,-9.88,1,0.0319,0.651,0.0184,0.147,0.0449,94.492,audio_features,5OQlzJEpnbSd3f4ZBdh1lI,spotify:track:5OQlzJEpnbSd3f4ZBdh1lI,https://api.spotify.com/v1/tracks/5OQlzJEpnbSd3f4ZBdh1lI,https://api.spotify.com/v1/audio-analysis/5OQlzJEpnbSd3f4ZBdh1lI,249429,4
Heroes - 2017 Remaster,David Bowie,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,audio_features,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
O Céu,Troco em Bala,0.419,0.421,1,-11.588,0,0.0324,0.366,0.835,0.17,0.213,113.305,audio_features,54rZE6vIzFU7cKld28NE7s,spotify:track:54rZE6vIzFU7cKld28NE7s,https://api.spotify.com/v1/tracks/54rZE6vIzFU7cKld28NE7s,https://api.spotify.com/v1/audio-analysis/54rZE6vIzFU7cKld28NE7s,230625,5
Like a Bird in a Mountain,Victor Olivatti,0.579,0.154,7,-17.818,1,0.0585,0.955,0.0488,0.26,0.47,122.568,audio_features,17b8JfOB3C9eSzockIBgvZ,spotify:track:17b8JfOB3C9eSzockIBgvZ,https://api.spotify.com/v1/tracks/17b8JfOB3C9eSzockIBgvZ,https://api.spotify.com/v1/audio-analysis/17b8JfOB3C9eSzockIBgvZ,178375,4
Me Leva,Phill Veras,0.628,0.345,9,-11.813,0,0.0328,0.479,0.052,0.0873,0.294,119.824,audio_features,4Pf4pygB5mb8PtEr1SMK1u,spotify:track:4Pf4pygB5mb8PtEr1SMK1u,https://api.spotify.com/v1/tracks/4Pf4pygB5mb8PtEr1SMK1u,https://api.spotify.com/v1/audio-analysis/4Pf4pygB5mb8PtEr1SMK1u,196787,4
Two Of Us On The Run,Lucius,0.416,0.287,2,-9.09,1,0.0309,0.769,0.0197,0.0769,0.211,79.705,audio_features,6dpPkJIg1nGcvcvFC1aXUR,spotify:track:6dpPkJIg1nGcvcvFC1aXUR,https://api.spotify.com/v1/tracks/6dpPkJIg1nGcvcvFC1aXUR,https://api.spotify.com/v1/audio-analysis/6dpPkJIg1nGcvcvFC1aXUR,275627,4
Lullaby,Atlas Bound,0.727,0.375,8,-9.172,1,0.0786,0.383,6.2e-06,0.1,0.162,73.015,audio_features,0jw2IKm30sbb6kK2WgHvmn,spotify:track:0jw2IKm30sbb6kK2WgHvmn,https://api.spotify.com/v1/tracks/0jw2IKm30sbb6kK2WgHvmn,https://api.spotify.com/v1/audio-analysis/0jw2IKm30sbb6kK2WgHvmn,220485,4
Loose Change for the Boatman,King Charles,0.267,0.672,4,-4.65,1,0.0373,0.0589,0.00026,0.102,0.143,170.152,audio_features,307cqh2ACTzBm3deY5uVzs,spotify:track:307cqh2ACTzBm3deY5uVzs,https://api.spotify.com/v1/tracks/307cqh2ACTzBm3deY5uVzs,https://api.spotify.com/v1/audio-analysis/307cqh2ACTzBm3deY5uVzs,242253,4
The Great Longing,Lost Under Heaven,0.387,0.261,3,-11.903,1,0.0335,0.673,0.000224,0.102,0.0564,123.794,audio_features,3KhDqe6lwslwDsDGFq9cvq,spotify:track:3KhDqe6lwslwDsDGFq9cvq,https://api.spotify.com/v1/tracks/3KhDqe6lwslwDsDGFq9cvq,https://api.spotify.com/v1/audio-analysis/3KhDqe6lwslwDsDGFq9cvq,311877,4
Aneurysm,Chelou,0.726,0.615,7,-11.086,1,0.0343,0.335,0.0497,0.144,0.0647,120.017,audio_features,3vhQHYQ6Lz08VzUuERJ06W,spotify:track:3vhQHYQ6Lz08VzUuERJ06W,https://api.spotify.com/v1/tracks/3vhQHYQ6Lz08VzUuERJ06W,https://api.spotify.com/v1/audio-analysis/3vhQHYQ6Lz08VzUuERJ06W,196000,4
Stolen,Dashboard Confessional,0.444,0.621,8,-5.057,1,0.0263,0.00102,0.058,0.0995,0.16,174.029,audio_features,2jpuRZSbcBgm7jgJy3ys3r,spotify:track:2jpuRZSbcBgm7jgJy3ys3r,https://api.spotify.com/v1/tracks/2jpuRZSbcBgm7jgJy3ys3r,https://api.spotify.com/v1/audio-analysis/2jpuRZSbcBgm7jgJy3ys3r,233333,4
